2,895244E+2	4,099453E-1
2,887930E+2	4,102189E-1
2,880520E+2	4,104518E-1
2,873061E+2	4,107930E-1
2,865740E+2	4,110507E-1
2,858210E+2	4,112966E-1
2,850890E+2	4,114905E-1
2,843417E+2	4,117202E-1
2,835688E+2	4,119759E-1
2,828068E+2	4,121646E-1
2,820750E+2	4,124004E-1
2,813347E+2	4,125345E-1
2,805540E+2	4,126497E-1
2,798090E+2	4,127698E-1
2,790424E+2	4,128221E-1
2,782549E+2	4,129015E-1
2,774846E+2	4,128855E-1
2,767498E+2	4,127767E-1
2,760172E+2	4,127619E-1
2,752490E+2	4,126490E-1
2,744991E+2	4,124142E-1
2,737482E+2	4,121536E-1
2,730544E+2	4,119621E-1
2,723355E+2	4,117330E-1
2,716634E+2	4,114524E-1
2,709790E+2	4,111468E-1
2,702646E+2	4,109180E-1
2,695828E+2	4,105994E-1
2,688732E+2	4,103113E-1
2,681863E+2	4,100879E-1
2,674896E+2	4,097619E-1
2,667510E+2	4,094697E-1
2,660019E+2	4,092103E-1
2,652790E+2	4,089388E-1
2,645602E+2	4,086187E-1
2,638456E+2	4,083599E-1
2,631174E+2	4,081296E-1
2,623946E+2	4,078969E-1
2,616499E+2	4,076781E-1
2,609379E+2	4,074507E-1
2,602445E+2	4,072340E-1
2,595321E+2	4,069611E-1
2,588169E+2	4,067187E-1
2,581331E+2	4,065438E-1
2,574293E+2	4,062796E-1
2,567114E+2	4,060466E-1
2,560412E+2	4,058347E-1
2,553726E+2	4,054109E-1
2,546738E+2	4,052037E-1
2,540031E+2	4,048399E-1
2,533097E+2	4,044194E-1
2,526091E+2	4,040899E-1
2,519550E+2	4,038246E-1
2,512646E+2	4,035086E-1
2,506183E+2	4,031593E-1
2,499605E+2	4,027667E-1
2,492702E+2	4,024821E-1
2,486161E+2	4,021685E-1
2,479778E+2	4,017856E-1
2,473096E+2	4,014164E-1
2,466756E+2	4,010319E-1
2,460329E+2	4,006131E-1
2,453556E+2	4,001308E-1
2,446828E+2	3,997014E-1
2,440819E+2	3,992609E-1
2,434326E+2	3,987749E-1
2,428068E+2	3,983086E-1
2,421849E+2	3,978224E-1
2,415198E+2	3,972561E-1
2,408859E+2	3,966813E-1
2,402474E+2	3,961823E-1
2,396456E+2	3,956529E-1
2,390346E+2	3,950077E-1
2,384024E+2	3,945332E-1
2,377752E+2	3,940543E-1
2,371555E+2	3,934119E-1
2,365352E+2	3,927924E-1
2,359442E+2	3,921834E-1
