7,834799E+1	-4,057389E-1
7,837886E+1	-4,057994E-1
7,839614E+1	-4,057970E-1
7,835135E+1	-4,057883E-1
7,830267E+1	-4,057911E-1
7,831936E+1	-4,057743E-1
7,833631E+1	-4,057629E-1
7,839763E+1	-4,057303E-1
7,835978E+1	-4,057316E-1
7,830647E+1	-4,058642E-1
7,832973E+1	-4,061238E-1
7,833979E+1	-4,076375E-1
7,837570E+1	-4,109768E-1
7,841442E+1	-4,055534E-1
7,847966E+1	-3,952740E-1
7,854638E+1	-3,913755E-1
7,867366E+1	-3,977415E-1
7,882953E+1	-4,022571E-1
7,901802E+1	-4,041514E-1
7,915292E+1	-4,051732E-1
7,921050E+1	-4,055127E-1
7,927221E+1	-4,055982E-1
7,935411E+1	-4,057724E-1
7,949745E+1	-4,059561E-1
7,960936E+1	-4,060676E-1
7,974036E+1	-4,061599E-1
7,978038E+1	-4,061437E-1
7,979214E+1	-4,061505E-1
7,989020E+1	-4,060420E-1
8,003030E+1	-4,057706E-1
8,019895E+1	-4,053451E-1
8,036395E+1	-4,036606E-1
8,046633E+1	-3,986095E-1
8,052892E+1	-3,651179E-1
8,060619E+1	-3,731929E-1
8,069736E+1	-3,893525E-1
8,080022E+1	-4,001728E-1
8,085508E+1	-4,070011E-1
8,086968E+1	-4,080361E-1
8,084439E+1	-4,081394E-1
8,087835E+1	-4,079642E-1
8,092802E+1	-4,079055E-1
8,102275E+1	-4,077728E-1
8,108349E+1	-4,076682E-1
8,110599E+1	-4,075385E-1
8,107749E+1	-4,074759E-1
8,109654E+1	-4,073916E-1
8,116794E+1	-4,073705E-1
8,123191E+1	-4,073233E-1
8,128397E+1	-4,071558E-1
8,129838E+1	-4,070032E-1
8,128909E+1	-4,069064E-1
8,128593E+1	-4,068260E-1
8,136325E+1	-4,067000E-1
8,139987E+1	-4,066729E-1
8,148034E+1	-4,065563E-1
8,148318E+1	-4,064624E-1
8,147422E+1	-4,063725E-1
8,148425E+1	-4,062497E-1
