Record Length,2.500000e+03,,  -0.000200000000, -42.00000,
Sample Interval,2.000000e-07,,  -0.000199800000, -44.00000,
Trigger Point,1.000000000000e+03,,  -0.000199600000, -44.00000,
,,,  -0.000199400000, -40.00000,
,,,  -0.000199200000, -42.00000,
,,,  -0.000199000000, -42.00000,
Source,CH1,,  -0.000198800000, -42.00000,
Vertical Units,V,,  -0.000198600000, -44.00000,
Vertical Scale,5.000000e+01,,  -0.000198400000, -42.00000,
Vertical Offset,1.040000e+02,,  -0.000198200000, -42.00000,
Horizontal Units,s,,  -0.000198000000, -44.00000,
Horizontal Scale,5.000000e-05,,  -0.000197800000, -44.00000,
Pt Fmt,Y,,  -0.000197600000, -42.00000,
Yzero,0.000000e+00,,  -0.000197400000, -44.00000,
Probe Atten,1.000000e+01,,  -0.000197200000, -42.00000,
Model Number,TDS1001B,,  -0.000197000000, -42.00000,
Serial Number,C052131,,  -0.000196800000, -42.00000,
Firmware Version,FV:v22.01,,  -0.000196600000, -42.00000,
,,,-00.000196400000, -42.00000,
,,,-00.000196200000, -42.00000,
,,,-00.000196000000, -42.00000,
,,,-00.000195800000, -40.00000,
,,,-00.000195600000, -40.00000,
,,,-00.000195400000, -44.00000,
,,,-00.000195200000, -44.00000,
,,,-00.000195000000, -42.00000,
,,,-00.000194800000, -42.00000,
,,,-00.000194600000, -42.00000,
,,,-00.000194400000, -42.00000,
,,,-00.000194200000, -42.00000,
,,,-00.000194000000, -40.00000,
,,,-00.000193800000, -42.00000,
,,,-00.000193600000, -42.00000,
,,,-00.000193400000, -42.00000,
,,,-00.000193200000, -42.00000,
,,,-00.000193000000, -44.00000,
,,,-00.000192800000, -42.00000,
,,,-00.000192600000, -42.00000,
,,,-00.000192400000, -44.00000,
,,,-00.000192200000, -42.00000,
,,,-00.000192000000, -44.00000,
,,,-00.000191800000, -42.00000,
,,,-00.000191600000, -40.00000,
,,,-00.000191400000, -42.00000,
,,,-00.000191200000, -44.00000,
,,,-00.000191000000, -42.00000,
,,,-00.000190800000, -42.00000,
,,,-00.000190600000, -40.00000,
,,,-00.000190400000, -42.00000,
,,,-00.000190200000, -44.00000,
,,,-00.000190000000, -42.00000,
,,,-00.000189800000, -42.00000,
,,,-00.000189600000, -42.00000,
,,,-00.000189400000, -44.00000,
,,,-00.000189200000, -42.00000,
,,,-00.000189000000, -40.00000,
,,,-00.000188800000, -40.00000,
,,,-00.000188600000, -44.00000,
,,,-00.000188400000, -42.00000,
,,,-00.000188200000, -42.00000,
,,,-00.000188000000, -42.00000,
,,,-00.000187800000, -42.00000,
,,,-00.000187600000, -44.00000,
,,,-00.000187400000, -40.00000,
,,,-00.000187200000, -42.00000,
,,,-00.000187000000, -42.00000,
,,,-00.000186800000, -44.00000,
,,,-00.000186600000, -40.00000,
,,,-00.000186400000, -40.00000,
,,,-00.000186200000, -42.00000,
,,,-00.000186000000, -40.00000,
,,,-00.000185800000, -42.00000,
,,,-00.000185600000, -42.00000,
,,,-00.000185400000, -42.00000,
,,,-00.000185200000, -44.00000,
,,,-00.000185000000, -44.00000,
,,,-00.000184800000, -44.00000,
,,,-00.000184600000, -44.00000,
,,,-00.000184400000, -40.00000,
,,,-00.000184200000, -42.00000,
,,,-00.000184000000, -42.00000,
,,,-00.000183800000, -42.00000,
,,,-00.000183600000, -44.00000,
,,,-00.000183400000, -40.00000,
,,,-00.000183200000, -42.00000,
,,,-00.000183000000, -42.00000,
,,,-00.000182800000, -42.00000,
,,,-00.000182600000, -44.00000,
