Record Length,1.024000e+03,,          0.00000,   6.63090,
Sample Interval,4.932134e+02,,        493.21338,   5.03090,
Trigger Point,0.000000000000e+00,,        986.42677,  -4.56910,
,,,       1479.64015, -10.96910,
,,,       1972.85354, -12.96910,
,,,       2466.06692, -15.76910,
Source,MATH,,       2959.28030, -16.96910,
Vertical Units,dB,,       3452.49369, -18.56910,
Vertical Scale,1.000000e+01,,       3945.70707, -19.36910,
Vertical Offset,0.000000e+00,,       4438.92045, -20.96910,
Horizontal Units,Hz,,       4932.13384, -21.76910,
Horizontal Scale,5.050505e+04,,       5425.34722, -22.96910,
Pt Fmt,Y,,       5918.56061, -23.76910,
Yzero,-2.096910e+01,,       6411.77399, -24.56910,
Probe Atten,1.000000e+00,,       6904.98737, -25.36910,
Model Number,TDS1001B,,       7398.20076, -25.76910,
Serial Number,C052131,,       7891.41414, -26.56910,
Firmware Version,FV:v22.01,,       8384.62753, -27.36910,
,,,8877.84091, -27.76910,
,,,9371.05429, -28.16910,
,,,9864.26767, -28.56910,
,,,10357.48105, -29.36910,
,,,10850.69443, -29.76910,
,,,11343.90781, -30.16910,
,,,11837.12119, -30.56910,
,,,12330.33457, -30.96910,
,,,12823.54795, -31.36910,
,,,13316.76133, -31.36910,
,,,13809.97471, -32.56910,
,,,14303.18809, -32.96910,
,,,14796.40147, -32.96910,
,,,15289.61485, -33.36910,
,,,15782.82823, -33.76910,
,,,16276.04161, -33.76910,
,,,16769.25499, -34.16910,
,,,17262.46837, -34.56910,
,,,17755.68175, -35.36910,
,,,18248.89513, -35.76910,
,,,18742.10851, -36.16910,
,,,19235.32189, -35.76910,
,,,19728.53527, -36.16910,
,,,20221.74865, -36.16910,
,,,20714.96203, -36.16910,
,,,21208.17541, -36.16910,
,,,21701.38879, -36.56910,
,,,22194.60217, -37.36910,
,,,22687.81555, -37.76910,
,,,23181.02893, -37.76910,
,,,23674.24231, -37.76910,
,,,24167.45569, -37.36910,
,,,24660.66907, -38.16910,
,,,25153.88245, -38.56910,
,,,25647.09583, -38.96910,
,,,26140.30921, -39.36910,
